"RecID","EQID","STATID","M","R","Y_1","Y_2","Y_3","Y_4","deltaB_1","deltaB_2","deltaB_3","deltaS_4","deltaS_1","deltaS_2","deltaS_3","deltaS_4","R_MAX"
18,2,38,6.61,39.00795297975583,-0.8260779896588125,-0.14633279152615675,0.6577004840466174,-2.1616590722852664,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,-0.3125273133626433,-0.42422800223645574,-0.053195107371591485,0.10188560125862947,237.67639434189198
19,2,39,6.61,68.9067998449816,-2.4984034232800907,-1.9991770047161046,-0.90713629144949,-2.548858602450312,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,-0.38792300527682727,-0.4316337015290502,-0.13578649354878536,0.31584558451663725,237.67639434189198
20,2,41,6.61,52.67136182632548,-1.5912963765031967,-1.0499457116507338,-0.2680370018799305,-2.6943018234010045,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,0.32080756355885964,0.37231375641448905,0.3341748577144418,0.264295517799469,237.67639434189198
21,2,51,6.61,107.81428410925652,-2.2632716933205757,-1.2633565782820022,-0.5879367620433158,-3.2160683018089373,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,0.19378129435289143,0.1803996936299618,0.2732967315485069,-0.01995969927963974,237.67639434189198
22,2,30,6.61,30.720680245580365,-1.4093081690013682,-0.5945024320822995,0.21107363059783374,-1.9023634178615725,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,-0.2920441220744491,-0.16607142934288516,0.10745815143791403,0.22177985014170495,237.67639434189198
23,2,45,6.61,61.79612755405454,-1.7803761971800898,-1.2384587620469234,-0.5091838636554887,-2.483032162332522,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,-0.20716345629922614,-0.18312427438524023,-0.30283844547859984,-0.5229754410200018,237.67639434189198
24,2,76,6.61,70.08928688887498,-1.8220196044662178,-1.4627675069708803,-0.028221673402046066,-3.0654573731646617,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,0.18451224425369997,0.11423214097187852,0.2287740816781158,0.20462531598457154,237.67639434189198
25,2,46,6.61,39.397200313805975,-0.5505242512188475,0.03839679361073278,0.4382702598913351,-1.5183620809998295,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,0.7514183468311953,0.8264164619444232,0.48079996737269315,0.37368910706826486,237.67639434189198
26,2,49,6.61,62.315435116504155,-2.9457046685470774,-2.1347909710573494,-1.3847136168532104,-3.316278450800265,-0.5014048495076948,-0.5269122724121337,-0.35445247192190216,-0.11579242953037605,-0.8473020239948089,-0.8103228532143335,-0.7287041559100005,-0.1766852519036132,237.67639434189198
27,3,386,5.2,34.70137496238948,-2.2393535562653137,-1.444967732120481,-1.2401223325765853,-4.083399370146236,0.5912277422389604,0.7513947631750519,0.31353572058355617,0.32991042170491763,-0.5783854872132307,-0.5682736611533339,-0.34262610114900316,-0.04627458670240566,147.84880380060187
28,3,73,5.2,19.90939606128789,-0.03779334079991181,0.6608878009372718,0.39524512768847736,-3.116630447214807,0.5912277422389604,0.7513947631750519,0.31353572058355617,0.32991042170491763,0.12470535820136142,-0.05457070147732716,0.286691954056548,0.31929531694633045,147.84880380060187
29,3,84,5.2,34.63294941727097,-0.8045564146807892,-0.22901050213682272,0.22347288499830797,-5.16347281838686,0.5912277422389604,0.7513947631750519,0.31353572058355617,0.32991042170491763,0.7250798310975607,0.6728433514528462,0.5670630218632674,-0.17928364826478013,147.84880380060187
30,4,88,4.7,9.24914982072188,-2.8749311975676375,-2.6365157306467446,-1.8862388783416364,-4.417525913960544,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,-0.03091376544270846,-0.10414565415355416,-0.06878567334938027,-0.23116753772744292,45.12249455591322
31,4,92,4.7,10.52195092651836,-2.3441360964156943,-1.826845330544053,-1.7063570321907768,-5.438119856025564,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,-0.0309777579822932,0.021304180393475522,-0.06884736452307332,-0.6235417833703523,45.12249455591322
32,4,86,4.7,9.816134162885204,-2.0891491910791227,-1.6792730718683337,-1.4617585607726316,-3.9655183067926365,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,0.3797792119684233,0.3159464601445396,0.38934331848745785,0.00350986728023057,45.12249455591322
33,4,87,4.7,6.193837565571952,-1.064862742487727,-1.074944752654201,0.562704405872559,-2.0862714365938624,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,0.6532616055239673,0.5749917537152309,1.0586572511989356,0.2014568429207058,45.12249455591322
34,4,89,4.7,11.616542098156001,-1.1634976362284524,-0.9312900135418838,-0.4076122292910318,-3.380258256317446,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,0.7508969215913734,0.6946066466989046,0.6720176573762516,0.364513392963585,45.12249455591322
35,4,91,4.7,11.634496172362415,-2.0921564259695504,-1.6671301211813012,-1.7707406429803991,-3.806349799745709,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,0.3024468161044842,0.22752341068317258,0.06700407022802228,0.19733849772226147,45.12249455591322
36,4,93,4.7,7.636231528332615,-2.0105799403997615,-1.8021388128971056,-1.6168473197612236,-2.885825970607578,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,-0.2593254545596658,-0.40388047826651075,-0.4059358172046722,0.3841281916232056,45.12249455591322
37,4,90,4.7,12.792535233062031,-2.295753668476625,-1.9123196424692912,-1.1838538176948816,-4.1658757358069485,-1.088216775848198,-1.1757270100640496,-1.0303581791501688,0.001646422270801005,0.5144389034324283,0.4731927966855435,0.6584612337609669,0.38633505098769055,45.12249455591322
38,5,348,5.74,6.1273500344995675,-0.32059916251578463,0.19823036769907654,0.6383437284743543,-2.0433593644778494,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,-0.13114067287938086,-0.11761839145795856,0.12796498260623246,-0.24673413126184315,159.34823039705262
39,5,323,5.74,10.667642720941572,0.18431660614406087,0.6822938719897857,0.669238701464172,-1.7205395097709486,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.4994243921253933,0.4170834853853889,0.25708459659367294,0.3473955149980313,159.34823039705262
40,5,324,5.74,9.016883924067738,0.09434922674113858,0.851830893287009,0.2517141000623777,-1.1555362858729539,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.17544850698971665,0.25135740841823423,0.08008224327695725,-0.07218529434254856,159.34823039705262
41,5,325,5.74,7.420307221983851,0.2708822339149217,0.9030802132274465,0.7552824994330205,-1.4748551794852298,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,-0.21009431413552712,-0.22013892916554573,-0.16678013663589533,-0.16235156266136014,159.34823039705262
42,5,349,5.74,5.695819416183696,1.353128478766975,1.8924866895883214,1.3248199119690725,-1.4943887010494792,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.6129989985864641,0.6389626499736673,0.3365085777403891,0.3459048986171598,159.34823039705262
43,5,350,5.74,3.1082293001005827,0.17404792420870213,0.9196649340813932,0.840495933582242,-1.3291983510150656,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,-0.04926143748420909,0.05114241896204435,0.05986013620373252,-0.08475475853378765,159.34823039705262
44,5,347,5.74,33.781232846636826,-1.280978839944543,-0.5119501090520364,-0.826465059552923,-2.8543567988540257,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.18203818183340492,0.13148444664223963,-0.0515808401685243,0.1716856442488759,159.34823039705262
45,5,320,5.74,20.627838509262006,-1.359865632509324,-0.8201400457547217,-0.8820806206764895,-2.9177437793895336,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,-0.5547733559068779,-0.6631064920306008,-0.3720825955167609,-0.47742384615855876,159.34823039705262
46,5,321,5.74,20.637762492381288,-1.60867148339719,-1.0013078995320015,-0.621300950297415,-3.5582235318547832,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.12699381104429444,0.05216516791958079,-0.05301234109582242,-0.3615017717140383,159.34823039705262
47,5,317,5.74,19.652022930236637,-0.5880216716113162,0.3693918459760081,0.02520304111209637,-2.7584277558425057,-0.2230226618109436,-0.03545481683466537,-0.5572576745496385,0.12974301406512279,0.31254195014223085,0.3710639007533028,0.3370410668937559,0.04450900165224319,159.34823039705262
48,6,155,6.53,0.341362025178389,1.4316732511752885,1.951388992757835,2.63014407686168,1.1840323435484108,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.16256456999980318,-0.09141860598740383,-0.36133576128275463,0.3123762321588847,276.05371518798347
49,6,156,6.53,0.6472259431000513,1.0073990548917715,1.5477584332928989,2.385417106708605,1.231539618022123,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.003426692019391096,-0.016592131917221656,-0.1798797998092583,0.4947784992633644,276.05371518798347
50,6,125,6.53,2.6612201339916077,0.9859603849423575,1.6852669483490843,2.0788147401617625,0.7605813807979488,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.7768902929657718,-0.6049674343198562,-0.7221446580555263,0.13125225777616065,276.05371518798347
51,6,131,6.53,10.398906408459322,0.17482639074474804,0.7983230226372797,1.3310514568056444,0.36370639284699025,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.20337690835453257,-0.15877395576488668,-0.03990742256335057,0.15721866845009907,276.05371518798347
52,6,124,6.53,10.44593845732537,0.6940967095477111,1.2736236030047383,1.6870621142586577,0.14111244704908682,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.4190606301959928,0.3858885811287169,0.2868201818166628,0.6621768633407985,276.05371518798347
53,6,132,6.53,24.51914274330252,-0.4765118882742895,0.41453292478136605,0.3743944614730591,-1.0835338980414844,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.242378197445898,-0.1412267909936868,-0.3811545902774682,0.2540923014008884,276.05371518798347
54,6,152,6.53,15.147525994161287,0.8100009204203512,1.4977039234049858,2.016691695749557,-0.7945005884471883,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.6464696408047568,0.5875659618588231,0.42135984818048106,0.547677079870469,276.05371518798347
55,6,158,6.53,7.26124537896708,0.7261265537292301,1.2945212396662396,1.7368867367328307,-0.7056957270422264,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.15239672355094191,-0.17372207352402208,-0.21335830491581043,-0.0891771279230937,276.05371518798347
56,6,134,6.53,49.93897673430325,-1.4816526815998836,-0.6699735763576353,-0.03416421398722347,-1.5005623697062798,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.10977063185859756,0.1380435590157811,0.08657840820134531,0.05091956806538764,276.05371518798347
57,6,159,6.53,15.317566302784568,-0.8417842828931104,-0.2655229094682696,0.4585171789311919,-1.676012736400693,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.5688201020239214,-0.604062771039137,-0.6203103697723829,-0.48480386969634237,276.05371518798347
58,6,153,6.53,21.959610312918713,-0.5950191994244376,0.15461223939181012,0.7451709820565975,-0.6090609283905275,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.2915369094870875,-0.2001698135329224,-0.35828070315121324,-0.22373857002737255,276.05371518798347
59,6,77,6.53,7.304447713486339,1.0621357596680103,1.5998238071172133,2.3629640600719752,-0.07753905696265265,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.21788500998961408,-0.22892720140586167,-0.14564858835463518,0.19946924259828772,276.05371518798347
60,6,83,6.53,0.06928924624764293,2.0400521785660133,2.4668771795671067,3.2890666151631733,1.1133729788962423,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.5195256015693698,0.5186099825981372,0.20172965078529087,0.3086698732039725,276.05371518798347
61,6,127,6.53,21.672994215792475,-0.061740727557684685,0.6254088897452132,0.9336281000234998,-0.5131126266696882,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.01459688187840875,-0.02322959828055587,-0.10264153159070473,0.3782914929480161,276.05371518798347
62,6,50,6.53,8.591946982252965,0.5106535383914261,0.8250587319160758,1.8649326897983867,-0.12435956376434543,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.08735221916624282,-0.05238345287682382,-0.1741971079944256,-0.18394620007443363,276.05371518798347
63,6,129,6.53,12.55367530640741,-0.4944142469306223,0.04223981271162103,0.46565451912067846,-1.3512266975600173,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.4110682124673845,-0.5043401203669362,-0.7728116673288331,-0.4850445199221639,276.05371518798347
64,6,59,6.53,17.93517689458926,0.2507818991613723,0.8653302815039279,1.4592762527847671,-0.3053186648635563,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.3108558549321437,-0.30037517015058685,-0.28654492830137,0.26917265680716357,276.05371518798347
65,6,130,6.53,21.969969688242553,-1.353153682664919,-0.5407204904868892,0.5223274717528843,-1.4831464553357088,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.6300807149188089,-0.47067923120282495,-0.3211164193397465,-0.4083903652469928,276.05371518798347
66,6,128,6.53,12.84115305141965,1.258039332453123,1.907098677000783,2.673583134889246,-0.42241087472939115,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.4337282433890749,0.47790291950679414,0.6813113793598938,0.2674353594689406,276.05371518798347
67,6,63,6.53,7.042791198707592,1.1575553119879263,1.8685578744069478,2.3076931966950736,-0.2994565474493287,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.05176013510023511,0.19050272285821043,-0.027207341373341784,-0.20977390878392202,276.05371518798347
68,6,62,6.53,3.952147970029044,1.5522923438071172,1.8257719638284031,2.6507583902361773,0.8713969046160702,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.07814814136062298,0.04233406629512626,-0.18885926936152217,0.21504590426747522,276.05371518798347
69,6,145,6.53,1.3534053703401039,0.7255447840417291,1.137401646192222,2.386509678919385,0.8985831541893945,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.07801679840922938,-0.20773296726207416,0.06474034609771832,0.04835163170940784,276.05371518798347
70,6,115,6.53,0.5639875834444287,1.881322514249009,2.297790898885235,3.219446627473065,1.0305409031585517,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.14541527335320972,-0.12252928455954021,-0.14091803639138958,0.016344321202617883,276.05371518798347
71,6,64,6.53,3.859513566974159,0.8685663508436425,1.3756536887016322,2.8177796923717886,0.590363515308285,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.2459744224514944,-0.17916540100305886,0.33020942780563733,0.15917229760633117,276.05371518798347
72,6,147,6.53,5.090100024603307,1.5821904475997344,2.005758596188894,2.364021556710791,-0.08447760960449957,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.26584288417146945,-0.33489814550678676,-0.6090488208612613,-0.21394709663666533,276.05371518798347
73,6,126,6.53,7.493573472715599,0.26026085450447967,0.8482657411933379,1.5679677461273882,-0.0955731895966403,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.9279188437617609,-0.7211634569851063,-0.924896452495595,-0.6595186908355798,276.05371518798347
74,6,163,6.53,36.803491983821885,-0.0227087586920367,0.603730761987021,1.1858143447285068,-1.3868641013087164,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.0423187426963007,0.07596919391220201,-0.37099068158464815,0.0015420462130721103,276.05371518798347
75,6,122,6.53,12.700916913196078,0.9025510000786994,1.7345168461683897,2.278532562200488,-0.25557393441340015,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.3273473181470323,0.5493182940529927,0.1829991544800481,0.13113818672672173,276.05371518798347
76,6,123,6.53,30.340325186379324,-0.06170297846991202,0.8735908306678821,0.9641029727318612,-1.7221127182230402,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.25203423149050214,0.27604610714273964,0.4511210588659739,0.1668651950075301,276.05371518798347
77,6,44,6.53,24.638849348940457,0.3832101266933956,1.3202772618689258,1.5380586638739577,-0.8720931421936639,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.14453445675737708,0.21177896175024652,0.3581366989397789,0.14232060040043662,276.05371518798347
78,6,154,6.53,31.833834489181815,-0.08851000664028075,0.6339786214816071,0.9590668575710368,-1.4934278815956175,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,0.3030966675666269,0.2944778187537647,0.21041434413823504,0.01909990697014198,276.05371518798347
79,6,164,6.53,15.206589834073249,0.8178381844786946,1.453924994440519,1.7180690916904846,-0.5048575146354635,0.09254793099456557,0.20789072923226226,0.36250441518679233,0.46764066479356925,-0.03705632534180287,-0.02419116745126147,-0.14341338547427454,0.07938563432562916,276.05371518798347
80,7,125,5.01,13.032345341918647,-2.162809646166237,-1.8058253839591227,-0.7279775570930652,-2.7453450665978565,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.7768902929657718,-0.6049674343198562,-0.7221446580555263,0.13125225777616065,95.45809917329889
81,7,131,5.01,25.251759386811575,-2.348733188406782,-2.0940274873510996,-0.744446201227252,-3.5370177315328775,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.20337690835453257,-0.15877395576488668,-0.03990742256335057,0.15721866845009907,95.45809917329889
82,7,124,5.01,13.30033615651118,-1.0016556103518894,-0.7691609754459795,0.21946803338636892,-2.1016963739100087,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.4190606301959928,0.3858885811287169,0.2868201818166628,0.6621768633407985,95.45809917329889
83,7,153,5.01,49.806944405289464,-4.049609047596999,-3.4820799857682054,-2.531695297386,-5.233817323411894,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.2915369094870875,-0.2001698135329224,-0.35828070315121324,-0.22373857002737255,95.45809917329889
84,7,127,5.01,24.79454803363133,-2.6433443923280526,-2.1103641642560804,-0.7815983630180543,-2.8887126524168387,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.01459688187840875,-0.02322959828055587,-0.10264153159070473,0.3782914929480161,95.45809917329889
85,7,50,5.01,12.970418123765448,-0.5983723697509272,0.03600710120589112,0.15623216136651996,-3.2805401809658292,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.08735221916624282,-0.05238345287682382,-0.1741971079944256,-0.18394620007443363,95.45809917329889
86,7,129,5.01,15.436665194628784,-1.8574778857289047,-1.5493762717436819,-1.1049340457095234,-3.4485573007092585,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.4110682124673845,-0.5043401203669362,-0.7728116673288331,-0.4850445199221639,95.45809917329889
87,7,143,5.01,18.73985563672676,-1.0243458620365433,-0.5827929701352783,0.20999781745100543,-3.176965651217493,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.5742017032290861,0.4987171984977401,0.6362499671492405,0.4704449704707648,95.45809917329889
88,7,128,5.01,16.222513073209605,-0.7957352132616161,-0.44617037927854386,0.9547716337603187,-3.018324219793372,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.4337282433890749,0.47790291950679414,0.6813113793598938,0.2674353594689406,95.45809917329889
89,7,63,5.01,12.083764920746647,-0.8498327199598363,-0.30296582682149176,0.3940167706853951,-3.6646238894085514,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.05176013510023511,0.19050272285821043,-0.027207341373341784,-0.20977390878392202,95.45809917329889
90,7,62,5.01,11.203947321021692,-1.5172603252739163,-0.959907082365937,-0.4584779533222161,-3.1791413022270314,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,0.07814814136062298,0.04233406629512626,-0.18885926936152217,0.21504590426747522,95.45809917329889
91,7,145,5.01,10.35359528691881,-1.476066956390596,-1.2715687754864597,0.44033045347833,-2.946972783170686,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.07801679840922938,-0.20773296726207416,0.06474034609771832,0.04835163170940784,95.45809917329889
92,7,115,5.01,10.304190027662171,-1.5300176460994264,-0.9579110300358311,-0.38637669408263475,-3.074382490937851,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.14541527335320972,-0.12252928455954021,-0.14091803639138958,0.016344321202617883,95.45809917329889
93,7,64,5.01,10.939807678356908,-1.1347494286071307,-0.7425319585165423,0.48464648446461767,-2.1465639025876726,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.2459744224514944,-0.17916540100305886,0.33020942780563733,0.15917229760633117,95.45809917329889
94,7,147,5.01,10.714119512296142,-1.0692259193296287,-0.6880281000680679,-0.27699964023455614,-3.0317683164360143,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.26584288417146945,-0.33489814550678676,-0.6090488208612613,-0.21394709663666533,95.45809917329889
95,7,126,5.01,10.573200870092895,-2.344254863595982,-1.5500877603230507,-1.5103480268670055,-4.342508164876824,-0.1228578483883656,-0.15121432355128792,0.15350697502134267,0.5018379224985068,-0.9279188437617609,-0.7211634569851063,-0.924896452495595,-0.6595186908355798,95.45809917329889
96,8,365,5.8,30.58565175957273,-0.13375659632657755,0.533200123766266,1.047421237621144,-1.9764237745930282,0.3878333733936348,0.4960669218036177,0.6224809257854904,0.5899453999995289,0.28064228721043993,0.3258811269459496,0.3956436209460328,0.28749655562503823,205.79160627675412
97,8,82,5.8,24.8974562466742,-0.4011933014709872,0.18106680113934007,1.0005963774865076,-1.508941911999787,0.3878333733936348,0.4960669218036177,0.6224809257854904,0.5899453999995289,0.07440103872975955,0.017638084634060046,0.2831314652225069,0.48692538198474844,205.79160627675412
98,8,343,5.8,35.603308705359574,-1.2458048667508288,-0.6871216333190814,0.6267086026837377,-2.4790058947221887,0.3878333733936348,0.4960669218036177,0.6224809257854904,0.5899453999995289,-0.32928717687185965,-0.42252070832192423,0.12708831177301314,0.13002764685888216,205.79160627675412
99,8,346,5.8,17.235854377905483,-0.029412748013094903,0.45197471823108676,1.3967525872126212,-1.1786386818663417,0.3878333733936348,0.4960669218036177,0.6224809257854904,0.5899453999995289,0.02575300916567608,-0.13832026690387514,0.29010882382915304,0.32577094790906685,205.79160627675412
